SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Ecco Recordings ","","","88%","£79,370","£90,000 ","81","12.50%","1"," 88%","Newton Abbot, Devon","EIS,","2","9","5","Ecco Recordings is an independent record label and artist management company. Their first signing 'These Reigning Days' has had success and critical acclaim, with recent keen interest and sponsorship from Heston Blumenthal, the successful signing of a European album deal and a track being used throughout the BBC coverage of the winter Olympics. The band is soon to release their debut album. Ecco Recordings is now ready to launch the band internationally and to develop their pipeline of emerging talent. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_52b073154598adc39d0c161a42058ebe.jpg"
"12","Bristol Spaceplanes ","","","2%","£3,670","£150,000 ","20","5.00%","36"," 6%","Almondsbury, South Gloucestershire","EIS,","17","33","2","BRISTOL SPACEPLANES, aims to develop rocket-powered aeroplanes that can provide an 'airline' service to orbit with the vision of bringing low-cost access to space and space tourism from a long-term vision to a serious short-term prospect. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_179c8e939b6d347b924940d3c5c459cb.jpg"
"13","The New Craftsmen ","","","12%","£18,870","£150,000 ","21","5.40%","35"," 12%","Mayfair, London","EIS,","24","35","6","The New Craftsmen offers a range of high quality hand-crafted products made in Britain.They intend to create a business and a brand in a sector which, whilst currently disorganised and lacking in high quality retail outlets, is worth in excess of £883m in England alone. They focus on the top end - placing craft into the luxury sector.They have now traded for just over twelve months - giving them invaluable experience. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_00e07e9d1b177104d39a61d51c3adf73.jpg"
"14","Clear Water Revival ","","","18%","£29,750","£160,000 ","40","10.00%","21"," 18%","Bristol, City of Bristol","EIS,","1","7","5","Clear Water Revival have been successfully designing and constructing chlorine free, natural swimming pools since 2006. They have developed a biological filtration technology that uses nature's processes, not chemicals to clean and sanitise swimming pool water. Their product aims to become the filtration system of choice in the swimming pool market. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_046c106479765544096da8f48822cf7f.jpg"
"16","Innovative Vehicle Systems Limited ","","","7%","£7,050","£100,000 ","12","8.00%","43"," 10%","Wareham, Dorset","EIS,SEIS","0","7","0","The IVSL team is passionate about reducing the death toll on our roads.They have built an advanced technical demonstrator of a vehicle collision warning system that works in real time. They have generated keen interest in their system from all over Europe . This has given them an overwhelming sense of belief that they are on the right track to achieve their goal of supplying low cost systems, to a very substantial global market.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d62e7dfee8a121857fba1c61a1a9517d.jpg"
"17","Artisan Burger Company ","","","25%","£38,110","£150,000 ","16","15.00%","21"," 25%","Kinfauns, Perth and Kinross","SEIS,","3","26","13","Artisan Burger Company plans to open a chain of restaurants, which offer handmade gourmet Beef Burgers, hand cured Salt Beef and slow cooked Pulled Pork burgers combined with craft beer and artisan cider. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_21f7d44641727bfd84484900372d3063.jpg"
"18","Hewitt Banks ","","","0%","£1,020","£150,000 ","2","25.00%","55"," 0%","Wakefield, West Yorkshire","SEIS,","0","0","3","Hewitt Banks is a UK based recruitment consultancy specialising in placing professional candidates into Permanent, Contract, Temporary and Interim positions in a variety of sectors.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ac636f0460b3563dc65ad55bcc544f31.jpg"
"19","KoppiT ","","","6%","£1,660","£25,000 ","8","10.00%","17"," 10%","Charter Alley, Hampshire","SEIS,","18","8","0","KoppiT turns the current e-commerce model on its head. Usually e-commerce users have to find the sellers of the items they want, whereas KoppiT invites the sellers to find the buyers. Its goal is to use the Internet’s reach to enable the vast global community of collectors, hobbyists and enthusiasts, who all share a passion for their specific interest to interact, trade and socialise. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e4f916a434c74ac63e6a3cb3a2bd0394.jpg"
"20","TouristHop ","","","23%","£15,170","£64,000 ","7","15.24%","19"," 23%","Gillingham, Medway","EIS,SEIS","13","0","0","TouristHop is a website which provides users with the ability to compare local tourist activity service providers. The platform will begin as an intuitive interactive map to allow simple comparisons. Initially launching in Tenerife. With funding TouristHop will expand globally. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8d5076a794b3c694d2272b1fc3fa4e06.jpg"
"21","GolfProConnect ","","","1%","£260","£100,000 ","6","18.00%","49"," 6%","Liverpool, Merseyside","SEIS,","1","2","2","GolfProConnect aims to create the world’s largest online interactive golfing community. GPC’s innovative platform connects the modern golf market with real world business functionality. Golf is a $69 billion industrywith 56,000+P.G.A professionalsand 60 Million amateur golfersworldwide.GPC aims to be the worldwide market place for golfers to interact and do business. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e87f709c1e0ae3b697b3b4e26837bc10.jpg"
"22","Zeevon ","","","28%","£28,660","£100,000 ","25","13.33%","18"," 28%","Lambeth, London","EIS,SEIS","0","0","0","Zeevon.com is a multi-channel (online-instore-mobile) cycling and triathlon store with the aim of offering premier brands at value for money prices. It is an online destination to buy sports clothing, accessories and bikes. It markets throughout the UK and parts of Europe. Our customers are the worldwide cycling and triathlon community. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_2dc98ac888b739eb4f8f9a9c77e482b0.jpg"
"23","Best of All Worlds ","","","42%","£85,870","£200,000 ","21","7.40%","33"," 42%","Stockholm, Sweden","-,","7","1","0","BOAW aims to be the ultimate discovery and matching platform for people, products and services online. Created with the aim of enabling its members to navigate and leverage the relevant collective intelligence of the ‘trusted’ few. By segmenting and matching niche interests and backgrounds, it provides an intimate and private web environment with the aim of targeting top global influencers and connectors who share common backgrounds, interests and passions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0d3f793c0b1dcec934782e38e73a9564.jpg"
"24","Order a Taxi ","","","10%","£5,250","£50,000 ","11","5.00%","50"," 10%","Nottingham","EIS,SEIS","1","1","0","Order a Taxi is a mobile app service provider for taxi firms. We provide taxi firms with a full a mobile app presence for FREE and generate them an additional income stream as well as generating ourselves a commission. Our system uses the latest technologies to deliver GPS tracking, payment systems, and visually impressive full service mobile apps. An innovative, exciting, scalable business model with pre sign ups in a market worth over £4.3bn year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_473ab0ddbd4906c6c94fcea7070c6ccb.jpg"
"25","Pooltronix Holdings ","","","3%","£5,770","£150,000 ","6","32.00%","43"," 8%","Ventnor, Isle of Wight","EIS,SEIS","0","0","0","Pooltronix Holdings Limited has designed a potentially game changing technology, the E-system, to sanitise public and commercial swimming pools, spa /Jacuzzis without the use of any chemicals. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8af557f2473160630fbcd4c4cbbac62c.jpg"
"26","Smart Sofa ","","","1%","£550","£60,000 ","10","30.00%","14"," 6%","Isleworth, Greater London","SEIS,","1","0","1","Many of us have been there, trying to get a new sofa up the stairs, in the loft or down a basement  and how many times do we wish we could change our sofa from a three seated to a corner sofa or just add additional seats as our circumstances change?At Smart Sofa we have designed a flat packed modular sofa that we hope answers all of the above questions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_25d1c703eeee3cd9386041a02a2a0b12.jpg"
"27","TAXMAP ","","","1%","£620","£50,000 ","5","10.00%","49"," 6%","City of Westminster, London","SEIS,","9","563","47","Our mission is to organise the world's tax information and to make it universally accessible and useful. Our goal is to save time and money and to create simplicity, neutrality, transparency, and stability in presenting tax information. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_17a847565ce8d416e471da8c1aaa7df4.jpg"
"28","STS Yacht Services ","","","5%","£1,330","£25,000 ","9","7.15%","10"," 8%","Plymouth, Devon","EIS,SEIS","0","1","1","STS Yacht Services provides bespoke supply of high end 'below deck' items, such as flatware, stemware, dinnerware, bedding, crew uniforms etc. for superyachts. They offer an online catalogue where the user browses and selects items that they are interested in purchasing. STS then takes samples of these items to the boat in order to give the client the opportunity to experience and compare these items in their intended environment, prior to purchase. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ff1044b681d60873ad8b5f5fdf93df51.jpg"
"29","Information Works London ","","","2%","£5,150","£200,000 ","6","10.00%","42"," 6%","Hartham Park, Corsham, Wiltshire","EIS,","0","0","0","Information Works are a one-stop Direct Marketing solution allowing clients to select individuals at over 27 million household addresses, creating personalised mailings and aim to send them to print and post within minutes. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0854108b56e5ef1cf231a82aceb2eb67.jpg"
"30","Yeezey ","","","5%","£3,590","£60,000 ","10","7.90%","13"," 8%","Islington, London","EIS,SEIS","14","3","4","Yeezey is a city-based website and mobile application that connects local customers and retailers. It plans to become the platform of choice for retailers looking to organise sales events online and an opportunity for buyers in search of local discovery and discounts.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_14e5b9285e7748aff098512ef166f8b3.jpg"
"31","BUY2LET ","","","3%","£5,650","£150,000 ","7","25.00%","29"," 8%","Lymington, Hampshire","SEIS,","0","6","0","We aim for BUY2LET.com to become what we believe will be the UK's first property web site dedicated solely to the listing for sale of residential investments. We plan for functionality to include features such as annual return or yields as additional search criterias to location,type,size and price. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8e696d42450783afb6d6f8c332f613ad.jpg"
"32","Music Practiced Perfectly ","","","2%","£4,340","£150,000 ","16","25.00%","21"," 6%","Burntwood, Staffordshire","EIS,","0","6","0","As an E-Commerce business, Guitar Practiced Perfectly plans to open up a new and exciting experience for those who are new to the guitar, or more experienced players who want to develop their playing further. With a new educational module, the business is to expand with multi languages and plans to penetrate the Chinese and Indian markets. Music Practiced Perfectly also plan to introduce other instruments opening up an even larger market across the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_33c20649e83494012948c48f322b4836.jpg"
"33","Beach Road Design ","","","1%","£410","£35,000 ","12","7.50%","18"," 6%","Portishead, North Somerset","EIS,","0","7","0","We believe that we have created a contemporary and intricately designed kitchen dish drainer that aspires to visually enhance a kitchen space. The aim of Asinka’s design is to enable the drip tray to send drained water back in to a sink unit which allows the item to stand directly on work surfaces in the absence of a draining board. This should allow plates, cutlery, glassware or delicate items to be stacked alongside pans or larger cookware. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d477bfc658090b8c8d90d4093c455378.jpg"
"34","Emozioni Food ","","","1%","£110","£75,000 ","2","15.00%","32"," 6%","City of Westminster, London","EIS,SEIS","2","1","0","Emozioni is a luxury and innovative Italian specialty foods company and it is our aim to represent the epitome of Italian culture  style, passion and quality with a modern twist. The food brand is influenced by luxury modern art and fashion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1a3ac3db1803b1f81e0e13318f277da5.jpg"
"35","Gift Wrapped & Gorgeous ","","","3%","£1,540","£50,000 ","12","10.00%","6"," 8%","Bodmin, Cornwall","EIS,","84","121","3","Gift Wrapped & Gorgeous brings together people looking for beautiful gifts, home ware and jewellery, and the work of the UK's designer makers and creative businesses.They carefully handpick small creative businesses to showcase and sell a selection of UK designed lifestyle products and gift ideas for any gift occasion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_295cd590034ee7962194851fa9bf88f1.jpg"
"36","Exertus Jobs Ltd ","","","0%","£0","£100,000 ","0","7.50%","56"," 0%","Ipswich, Suffolk","EIS,","0","0","0","Exertus Jobs is a niche online job board dedicated to providing experienced job seekers with a variety of employers for full, part, temporary and contract opportunities. Exertus Jobs aims to become the premier specialised online job board site for older workers and employers recruiting for experienced, mature and seasoned individuals Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d19b9273bd5d168287c4ccd1892687bd.jpg"
