SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Rib Club Global ","","","68%","£102,240","£150,000 ","16","27.27%","48"," 68%","Chalkhouse Green, Reading, Oxfordshire","EIS,","8","0","0","Rib Club Global is a new concept offering boating experiences for everyone. Rib Club Global offer its members all the advantages of boating but takes out most of the cost and responsibility associated with owning and chartering boats. On a one-off yearly payment, members are awarded points which can be exchanged for days out in the rigid inflatable boats (RIBS). Rib Club Global intends to have various locations throughout the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_c961eb956cbdd021cdec8c899cb70f21.jpg"
"12","Ascendia Corporation ","","","11%","£11,000","£100,000 ","9","30.00%","53"," 11%","Maidstone, Kent","-,","2","0","0","Ascendia Vehicle hire is a vehicle hire company with a difference  their business model allows customers to hire desirable, top specification performance vehicles for the price customers would usually pay to hire a standard vehicle elsewhere . Ascendia’s aim is to be the preferred vehicle hire company in the UK and eventually worldwide catering for all types of occasions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6eb2528ac2393619399c3cf4bf9c5eff.jpg"
"13","Artisan Burger Company ","","","26%","£39,630","£150,000 ","21","15.00%","5"," 26%","Kinfauns, Perth and Kinross","SEIS,","7","49","21","Artisan Burger Company plans to open a chain of restaurants, which offer handmade gourmet Beef Burgers, hand cured Salt Beef and slow cooked Pulled Pork burgers combined with craft beer and artisan cider. Backed by Celebrity TV chef, Vivek Singh Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_21f7d44641727bfd84484900372d3063.jpg"
"14","Empiribox ","","","41%","£20,590","£50,000 ","8","5.00%","55"," 41%","Barnet, London","EIS,SEIS","38","1","0","Empiribox is as an engaging way primary school children can learn science, as a form of hands-on learning and investigation! For teachers, it aims to be innovative and ground-breaking, integrating a novel approach to teaching support and learning, with access to the equipment needed to 'enthral' a classroom. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_24aca842758852635575f79fae41d9eb.jpg"
"16","Pulmorphix ","","","26%","£26,580","£100,000 ","34","20.00%","55"," 26%","Liverpool, Merseyside","SEIS,","10","26","5","A spinout from Liverpool John Moores University. Pulmorphix have developed a 'lung biosimulator' - a device that replicates the conditions deep in the human lung. Pulmorphix intend to offer a commercial testing service to give drug developers a reliable way of understanding how their drugs will behave when inhaled. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0f0c95745dbf738ef87de4fd2b3f4006.jpg"
"17","Convergent Home Technologies ","","","1%","£3,240","£200,000 ","8","10.00%","48"," 6%","Chelmsford, Essex","EIS,","19","3","2","Convergent Home Technologies has created Dianemo- a solution that enables the home owner take control of everything in the home including lighting, heating, security and home entertainment in one system. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_de1e24d4452c306afd9c048f88ab171e.jpg"
"18","Innovative Vehicle Systems Limited ","","","7%","£7,900","£100,000 ","15","8.00%","27"," 10%","Wareham, Dorset","EIS,SEIS","0","8","0","The IVSL team is passionate about reducing the death toll on our roads.They have built an advanced technical demonstrator of a vehicle collision warning system that works in real time. They have generated keen interest in their system from all over Europe . This has given them an overwhelming sense of belief that they are on the right track to achieve their goal of supplying low cost systems, to a very substantial global market.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d62e7dfee8a121857fba1c61a1a9517d.jpg"
"19","Givey ","","","1%","£7,460","£500,000 ","36","18.50%","31"," 6%","Newcastle","EIS,","12","52","5","Givey is an instant donation matching platform. They aim to make it fun and easy for people to find and support causes they care about and easy for businesses to back their customers and employees. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_708b0ea6f900fb59b4408000e1d67fb7.jpg"
"20","Seeme ","","","67%","£13,460","£20,000 ","26","20.00%","20"," 67%","Manchester","EIS,SEIS","1","2","1","Seeme is a website created to help facilitate the sharing and organisation of teaching resource and ideas to provide a high quality resource database, alongside a social network.The website provides a platform for teachers to submit and share resources and ideas and to interact with each other on multiple levels. It will give teachers an opportunity to showcase their work and they will be rewarded for submitting high quality resources. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_51471f2c553b915d544fe40800468bbd.jpg"
"21","BodyFire ","","","36%","£73,570","£200,000 ","40","10.00%","8"," 36%","Warfield, Bracknell, Bracknell Forest","EIS,SEIS","46","95","1","BodyFire is a Fitness and Nutrition business comprising a number of fitness, supplement and nutrition products,developed and created by England Rugby player James Haskell and his team. The BodyFire product range of all naturalproducts, includes the award winning Men’s pre-training supplement Hades. BodyFire also owns its own YouTube TV channel, Angry Squirrel coffee brand and is in the process of opening its first Gym. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_524351b42bdbda77468afc0548fe608f.jpg"
"22","Bootstrap Responsive Themes ","","","4%","£2,660","£60,000 ","11","20.00%","46"," 8%","Merton, London","SEIS,","17","4","0","Bootstrap Responsive Themes is a soon to be launched online marketplace centred around the buying and selling of website themes that are based on the Bootstrap web development framework. We consider that mobile internet users expect a web-browsing experience on their phone that's comparable to what they get on their desktop or laptop. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6e356c142588460f1c44c5c4555c57f9.jpg"
"23","BUY2LET ","","","3%","£5,670","£150,000 ","7","25.00%","13"," 8%","Lymington, Hampshire","SEIS,","0","12","0","We aim for BUY2LET.com to become what we believe will be the UK's first property web site dedicated solely to the listing for sale of residential investments. We plan for functionality to include features such as annual return or yields as additional search criterias to location,type,size and price. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8e696d42450783afb6d6f8c332f613ad.jpg"
"24","Order a Taxi ","","","13%","£6,770","£50,000 ","13","5.00%","34"," 13%","Nottingham","EIS,SEIS","1","1","0","Order a Taxi is a mobile app service provider for taxi firms. We provide taxi firms with a full a mobile app presence for FREE and generate them an additional income stream as well as generating ourselves a commission. Our system uses the latest technologies to deliver GPS tracking, payment systems, and visually impressive full service mobile apps. An innovative, exciting, scalable business model with pre sign ups in a market worth over £4.3bn year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_473ab0ddbd4906c6c94fcea7070c6ccb.jpg"
"25","Best of All Worlds ","","","46%","£93,070","£200,000 ","24","7.40%","17"," 46%","Stockholm, Sweden","-,","7","1","0","BOAW aims to be the ultimate discovery and matching platform for people, products and services online. Created with the aim of enabling its members to navigate and leverage the relevant collective intelligence of the ‘trusted’ few. By segmenting and matching niche interests and backgrounds, it provides an intimate and private web environment with the aim of targeting top global influencers and connectors who share common backgrounds, interests and passions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0d3f793c0b1dcec934782e38e73a9564.jpg"
"26","Thor Drinks","","","5%","£4,880","£85,000 ","20","10.00%","40"," 8%","Enfield, London","EIS,SEIS","14","58","7"," Thor Drinks is a new range offering legendary refreshment to adults in bars, pubs and restaurants. We believe thatsweet and sickly soft drinks are monopolising the bar back fridges, and that Thor Drinks are challenging the old guard by capturing what we enjoy most in our favourite alcohol brands - crisp, dry flavours delivered with drama and passion.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_80e0db01dab7fa260f86cde03b24a9c6.jpg"
"27","TAXMAP ","","","3%","£1,900","£50,000 ","8","10.00%","33"," 8%","City of Westminster, London","SEIS,","26","571","49","Our mission is to organise the world's tax information and to make it universally accessible and useful. Our goal is to save time and money and to create simplicity, neutrality, transparency, and stability in presenting tax information. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_17a847565ce8d416e471da8c1aaa7df4.jpg"
"28","Hewitt Banks ","","","2%","£3,020","£150,000 ","5","25.00%","39"," 6%","Wakefield, West Yorkshire","SEIS,","0","0","3","Hewitt Banks is a UK based recruitment consultancy specialising in placing professional candidates into Permanent, Contract, Temporary and Interim positions in a variety of sectors.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ac636f0460b3563dc65ad55bcc544f31.jpg"
"29","Information Works London ","","","12%","£25,160","£200,000 ","8","10.00%","26"," 12%","Hartham Park, Corsham, Wiltshire","EIS,","0","0","0","Information Works are a one-stop Direct Marketing solution allowing clients to select individuals at over 27 million household addresses, creating personalised mailings and aim to send them to print and post within minutes. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0854108b56e5ef1cf231a82aceb2eb67.jpg"
"30","TouristHop ","","","39%","£25,270","£64,000 ","9","15.24%","3"," 39%","Gillingham, Medway","EIS,SEIS","13","0","0","TouristHop is a website which provides users with the ability to compare local tourist activity service providers. The platform will begin as an intuitive interactive map to allow simple comparisons. Initially launching in Tenerife. With funding TouristHop will expand globally. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8d5076a794b3c694d2272b1fc3fa4e06.jpg"
"31","GolfProConnect ","","","1%","£460","£100,000 ","7","18.00%","33"," 6%","Liverpool, Merseyside","SEIS,","1","2","2","GolfProConnect aims to create the world’s largest online interactive golfing community. GPC’s innovative platform connects the modern golf market with real world business functionality. Golf is a $69 billion industrywith 56,000+P.G.A professionalsand 60 Million amateur golfersworldwide.GPC aims to be the worldwide market place for golfers to interact and do business. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e87f709c1e0ae3b697b3b4e26837bc10.jpg"
"32","Exertus Jobs ","","","1%","£110","£100,000 ","2","7.50%","40"," 6%","Ipswich, Suffolk","EIS,","0","1","0","Exertus Jobs is a niche online job board dedicated to providing experienced job seekers with a variety of employers for full, part, temporary and contract opportunities. Exertus Jobs aims to become the premier specialised online job board site for older workers and employers recruiting for experienced, mature and seasoned individuals Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d19b9273bd5d168287c4ccd1892687bd.jpg"
"33","KoppiT ","","","6%","£1,680","£25,000 ","9","10.00%","1"," 10%","Charter Alley, Hampshire","SEIS,","18","8","0","KoppiT turns the current e-commerce model on its head. Usually e-commerce users have to find the sellers of the items they want, whereas KoppiT invites the sellers to find the buyers. Its goal is to use the Internet’s reach to enable the vast global community of collectors, hobbyists and enthusiasts, who all share a passion for their specific interest to interact, trade and socialise. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e4f916a434c74ac63e6a3cb3a2bd0394.jpg"
"34","Bristol Spaceplanes ","","","2%","£3,720","£150,000 ","21","5.00%","20"," 6%","Almondsbury, South Gloucestershire","EIS,","19","33","2","BRISTOL SPACEPLANES, aims to develop rocket-powered aeroplanes that can provide an 'airline' service to orbit with the vision of bringing low-cost access to space and space tourism from a long-term vision to a serious short-term prospect. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_179c8e939b6d347b924940d3c5c459cb.jpg"
"35","Music Practiced Perfectly ","","","2%","£4,340","£150,000 ","16","25.00%","5"," 6%","Burntwood, Staffordshire","EIS,","0","6","0","As an E-Commerce business, Guitar Practiced Perfectly plans to open up a new and exciting experience for those who are new to the guitar, or more experienced players who want to develop their playing further. With a new educational module, the business is to expand with multi languages and plans to penetrate the Chinese and Indian markets. Music Practiced Perfectly also plan to introduce other instruments opening up an even larger market across the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_33c20649e83494012948c48f322b4836.jpg"
"36","Beach Road Design ","","","1%","£410","£35,000 ","12","7.50%","2"," 6%","Portishead, North Somerset","EIS,","0","7","0","We believe that we have created a contemporary and intricately designed kitchen dish drainer that aspires to visually enhance a kitchen space. The aim of Asinka’s design is to enable the drip tray to send drained water back in to a sink unit which allows the item to stand directly on work surfaces in the absence of a draining board. This should allow plates, cutlery, glassware or delicate items to be stacked alongside pans or larger cookware. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d477bfc658090b8c8d90d4093c455378.jpg"
"37","Emozioni Food ","","","1%","£110","£75,000 ","2","15.00%","16"," 6%","City of Westminster, London","EIS,SEIS","2","1","0","Emozioni is a luxury and innovative Italian specialty foods company and it is our aim to represent the epitome of Italian culture  style, passion and quality with a modern twist. The food brand is influenced by luxury modern art and fashion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1a3ac3db1803b1f81e0e13318f277da5.jpg"
