SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"25","Order a Taxi ","","","14%","£7,250","£50,000 ","","","7"," 14%","Nottingham","EIS,SEIS","2","1","0","Order a Taxi is a mobile app service provider for taxi firms. We provide taxi firms with a full a mobile app presence for FREE and generate them an additional income stream as well as generating ourselves a commission. Our system uses the latest technologies to deliver GPS tracking, payment systems, and visually impressive full service mobile apps. An innovative, exciting, scalable business model with pre sign ups in a market worth over £4.3bn year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_473ab0ddbd4906c6c94fcea7070c6ccb.jpg"
"26","Paper Shooters ","","","8%","£6,410","£75,000 ","","","52"," 10%","Manchester","EIS,SEIS","4","0","0","PAPER SHOOTERS™ is a toy blaster construction kit which aims to revolutionise the toy blaster market. Our team includes an ex Nerf designer with the aim of revolutionising the toy blaster, targeting the huge global market that is ‘geeks and gamers.’ Following fantastic press coverage and social media presence, we are looking to explode into major retail stores in late 2014. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_19a883271b06bb34285343cacae5ce1b.jpg"
"27","BarMate ","","","1%","£1,970","£350,000 ","","","45"," 6%","Cockfosters, Barnet, Greater London","EIS,","14","1","0","The Barmate system allows guests relaxing by the pool and/or beach to request waiter service at the press of a button. Proprietary location technology locates the guest and alerts a waiter via a handheld tablet. BarMate are in advanced discussions to develop strategic partnerships with Hyatt, Melia and Starwood and are installed in 8 major 5* hotels in the Canaries and Florida. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_61c57647a805520af19df62a2e56eb39.jpg"
"28","Givey ","","","10%","£52,420","£500,000 ","","","4"," 10%","Newcastle","EIS,","17","55","27","Givey is an instant donation matching platform. They aim to make it fun and easy for people to find and support causes they care about and easy for businesses to back their customers and employees. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_708b0ea6f900fb59b4408000e1d67fb7.jpg"
"29","Convergent Home Technologies ","","","1%","£3,530","£200,000 ","","","21"," 6%","Chelmsford, Essex","EIS,","20","3","2","Convergent Home Technologies has created Dianemo- a solution that enables the home owner take control of everything in the home including lighting, heating, security and home entertainment in one system. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_de1e24d4452c306afd9c048f88ab171e.jpg"
"30","The Cheesecake Emporium ","","","1%","£380","£50,000 ","","","34"," 6%","Lancashire","EIS,SEIS","1","2","11","The Cheesecake Emporium have created 'a fantastic looking chilled dessert' that they think offers consumers new flavours and taste experience. The Cheesecake Emporium are seeking a £50k investment to be used for Working Capital and Online Marketing. We hope investors will not only see the potential but taste it. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_a3e9b5c23dd0d5b0204e2b132c0e2274.jpg"
"31","Rib Club Global ","","","102%","£153,490","£150,000 ","","","21"," 100%","Chalkhouse Green, Reading, Oxfordshire","EIS,","9","0","0","Rib Club Global is a new concept offering boating experiences for everyone. Rib Club Global offer its members all the advantages of boating but takes out most of the cost and responsibility associated with owning and chartering boats. On a one-off yearly payment, members are awarded points which can be exchanged for days out in the rigid inflatable boats (RIBS). Rib Club Global intends to have various locations throughout the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_c961eb956cbdd021cdec8c899cb70f21.jpg"
"32","Ascendia Corporation ","","","13%","£13,960","£100,000 ","","","26"," 13%","Maidstone, Kent","-,","31","10","0","Ascendia Vehicle hire is a vehicle hire company with a difference  their business model allows customers to hire desirable, top specification performance vehicles for the price customers would usually pay to hire a standard vehicle elsewhere . Ascendia’s aim is to be the preferred vehicle hire company in the UK and eventually worldwide catering for all types of occasions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6eb2528ac2393619399c3cf4bf9c5eff.jpg"
"33","Giorry ","","","10%","£10,630","£100,000 ","","","40"," 10%","Wooburn Green, Buckinghamshire","EIS,","29","18","27","Yippydada is a brand that designs and sells 'stylish and cool' baby bags. Over 10 million babies are born every year in the US, Europe and Australia alone providing a vast target market. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ba1e0716b5617605fa53cfa9c64b90ee.jpg"
"34","MiThought ","","","40%","£36,140","£90,000 ","","","45"," 40%","Hounslow, London","EIS,SEIS","33","3","22","An early stage on-line global incubator where members post, share, develop ideas, collaborate, find partners and funding. MiThought aims to do for innovation and commercial connections what LinkedIn has done for recruitment and professional connections. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_fe2e9509ae98391c57a5a6c812d4beeb.jpg"
"35","SpottinStyle ","","","29%","£29,430","£100,000 ","","","41"," 29%","Islington, London","SEIS,","64","7","0","SpottinStyle aims to give the power back to the people to decide what is stylish to wear by simply spotting styles as they see them. SpottinStyle has ambition to create new style trends daily and at the same time create numerous opportunities to shop. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8beb904b4da2ce12187f765f168bd46e.jpg"
"36","Webinact ","","","8%","£12,870","£150,000 ","","","41"," 10%","Southwark, London","SEIS,","0","2","0","Webinact’s mission is to bring live, broadcast-quality TV production to clients globally, at a fraction of conventional costs. The company operates “Studiobots”, compact facilities which can be installed anywhere but controlled centrally in London. Clients can use the service for conventional programs, investor communications, sales, training – for really impactful webinars. See Webinact in action 10am-midday daily: www.tiptv.co.uk Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_158f79e963a409a9b0e46e6a10bfcc5c.jpg"
"37","SimpleeHost ","","","18%","£27,390","£150,000 ","","","44"," 18%","Camden, London","SEIS,","110","13","79","SimpleeHost is an online marketplace connecting consumers with private chefs for in-home dining experiences. You can browse, book and pay for a chef online to come to your home, prepare a delicious meal and do all the washing up so you can focus on your guests. Their aim is to make in home chefs more accessible and make the process more efficient for chefs and consumers alike. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_234a0a4d4f22f5b6f8481795b3817c9b.jpg"
"38","Innovative Vehicle Systems ","","","26%","£26,420","£100,000 ","","","1"," 26%","Wareham, Dorset","EIS,SEIS","6","10","3","IVSL formerly a University spin-out is developing a low cost, easy to fit vehicle collision warning system (also records data) for a rapidly growing global market. Forecasts predict an increase in demand from 6.6 million units to 140 million by 2020. A mobile phone app is also being developed for a market predicted to reach 4.4 billion app users by 2017. Market drivers include mandatory fitting of collision warning systems on new vehicles acrossRead full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d62e7dfee8a121857fba1c61a1a9517d.jpg"
"39","Fubar Radio ","","","40%","£60,000","£150,000 ","","","41"," 40%","Islington, London","EIS,","0","3","0","Fubar Radio is the UK’s first uncensored live comedy radio network with presenters including Justin Lee Collins, Richard Herring and Sean Hughes, available exclusively via a subscription based app. The Fubar Radio Network aims to create a new world of talk radio, comedy and music programming. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_cf8c2fbdeb1db8cd73ec6a6ec3faacf7.jpg"
"40","TAXMAP ","","","6%","£3,090","£50,000 ","","","6"," 10%","City of Westminster, London","SEIS,","26","573","49","The Taxmap mission is to organise the world's tax information and to make it universally accessible and useful. Their goal is to save time and money and to create simplicity, neutrality, transparency, and stability in presenting tax information. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_17a847565ce8d416e471da8c1aaa7df4.jpg"
"41","Dassie ","","","1%","£400","£100,000 ","","","42"," 6%","Tunbridge Wells, Kent","EIS,SEIS","0","0","0","Dassie is an artisan product range of home-ware and gifts handcrafted in the developing world. Dassie enters the market to fill the perceived void of eco-friendly home decor and gifts that are relevant within contemporary home-ware trends and project an ethical and sustainable ethos. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8ffb2605f56169f11d119a8713f81b73.jpg"
"42","Best of All Worlds ","","","49%","£99,570","£200,000 ","","","20"," 49%","Stockholm, Sweden","-,","8","1","2","BOAW aims to be the ultimate discovery and matching platform for people, products and services online. Created with the aim of enabling its members to navigate and leverage the relevant collective intelligence of the ‘trusted’ few. By segmenting and matching niche interests and backgrounds, it provides an intimate and private web environment with the aim of targeting top global influencers and connectors who share common backgrounds, interests and passions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0d3f793c0b1dcec934782e38e73a9564.jpg"
"43","Just Right Products UK & Europe ","","","1%","£2,310","£400,000 ","","","42"," 6%","Frome, Somerset","EIS,","562","587","15","Just Right Products UK & Europe Limited have the Exclusive rights to Import, distribute, sell and market the Super Rope Cinch. This is a fully patented product with patents passed in the USA, and patents pending worldwide. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_c4c4934d90d5d59ba6143bc07d6c2652.jpg"
"44","Bootstrap Responsive Themes ","","","4%","£2,710","£60,000 ","","","19"," 8%","Merton, London","EIS,SEIS","19","4","0","Bootstrap Responsive Themes is a soon to be launched online marketplace centred around the buying and selling of website themes that are based on the Bootstrap web development framework. We consider that mobile internet users expect a web-browsing experience on their phone that's comparable to what they get on their desktop or laptop. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6e356c142588460f1c44c5c4555c57f9.jpg"
"45","Hewitt Banks ","","","2%","£3,020","£150,000 ","","","12"," 6%","Wakefield, West Yorkshire","SEIS,","0","0","3","Hewitt Banks is a UK based recruitment consultancy specialising in placing professional candidates into Permanent, Contract, Temporary and Interim positions in a variety of sectors.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ac636f0460b3563dc65ad55bcc544f31.jpg"
