SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Ascendia Corporation ","","","10%","£10,550","£100,000 ","7","30.00%","57"," 10%","Maidstone, Kent","-,","2","0","0","Ascendia Vehicle hire is a vehicle hire company with a difference  their business model allows customers to hire desirable, top specification performance vehicles for the price customers would usually pay to hire a standard vehicle elsewhere . Ascendia’s aim is to be the preferred vehicle hire company in the UK and eventually worldwide catering for all types of occasions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6eb2528ac2393619399c3cf4bf9c5eff.jpg"
"12","Sporting Mouth ","","","54%","£95,510","£175,000 ","15","15.00%","50"," 54%","West Malling, Kent","EIS,SEIS","10","6","14","Sporting Mouth is a new sports prediction platform. It enables fans to use their sporting judgement to compete against each for rewards other rather than money, including a wide variety of sporting lifestyle products and services as well as sponsor prizes. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8c2cb0241c2fd2f1a97c4aba6370f08a.jpg"
"13","Solar 350 ","","","8%","£10,330","£125,000 ","19","10.39%","48"," 10%","City of Westminster, London","EIS,SEIS","3","7","1","Solar 350 is a developer of large scale solar parks in locations that are deemed most suitable to the technology to generate the best possible financial returns. This is based on high levels of solar irradiation, electricity prices and levels of subsidy along with low land, labour and development costs. Solar 350 aims to provide the most Commercial Solutions to Climate Change. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_674a6e58fba65fc28d3af3554b4d5cee.jpg"
"14","Thor Drinks","","","5%","£4,880","£85,000 ","20","10.00%","44"," 8%","Enfield, London","EIS,SEIS","14","52","7"," Thor Drinks is a new range offering legendary refreshment to adults in bars, pubs and restaurants. We believe thatsweet and sickly soft drinks are monopolising the bar back fridges, and that Thor Drinks are challenging the old guard by capturing what we enjoy most in our favourite alcohol brands - crisp, dry flavours delivered with drama and passion.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_80e0db01dab7fa260f86cde03b24a9c6.jpg"
"15","TAXMAP ","","","3%","£1,900","£50,000 ","8","10.00%","37"," 8%","City of Westminster, London","SEIS,","26","571","49","Our mission is to organise the world's tax information and to make it universally accessible and useful. Our goal is to save time and money and to create simplicity, neutrality, transparency, and stability in presenting tax information. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_17a847565ce8d416e471da8c1aaa7df4.jpg"
"16","EMpak ","","","1%","£2,610","£150,000 ","4","17.50%","58"," 6%","Tiverton, Devon","EIS,SEIS","0","2","0","EMpak have designed a one-shot medication delivery, which is suitable for pain relief, antihistamines, travel sickness, period pain, migraine and more. Designed to fit into a handbag, pocket, rucksack or glove compartment for use whilst out and about. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_b752385955b29885629d95b6f96d19e2.jpg"
"17","Stacking Systems ","","","40%","£32,330","£80,000 ","24","10.00%","31"," 40%","Wolverhampton","SEIS,","2","1","0","Pallet Eater hopes to fulfil a universal need for an easier, more efficient and more mobile means of collating and stacking empty pallets. It stacks up to five times faster than a forklift. Pallet Eater also stacks squarely and is completely mobile. In addition, it can strap each column, all packed up and ready for re-use. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_caef7493304aff04d4883ad3d347d191.jpg"
"18","BodyFire ","","","36%","£73,300","£200,000 ","39","10.00%","12"," 36%","Warfield, Bracknell, Bracknell Forest","EIS,SEIS","46","95","1","BodyFire is a Fitness and Nutrition business comprising a number of fitness, supplement and nutrition products,developed and created by England Rugby player James Haskell and his team. The BodyFire product range of all naturalproducts, includes the award winning Men’s pre-training supplement Hades. BodyFire also owns its own YouTube TV channel, Angry Squirrel coffee brand and is in the process of opening its first Gym. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_524351b42bdbda77468afc0548fe608f.jpg"
"19","Seeme ","","","65%","£13,190","£20,000 ","23","20.00%","24"," 65%","Manchester","EIS,SEIS","1","2","1","Seeme is a website created to help facilitate the sharing and organisation of teaching resource and ideas to provide a high quality resource database, alongside a social network.The website provides a platform for teachers to submit and share resources and ideas and to interact with each other on multiple levels. It will give teachers an opportunity to showcase their work and they will be rewarded for submitting high quality resources. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_51471f2c553b915d544fe40800468bbd.jpg"
"20","Blanco Nino ","","","46%","£27,630","£60,000 ","39","6.64%","38"," 46%","Islington, London","EIS,SEIS","235","13","13","Blanco Niño, working directly with Irish farmers, aims to establish an authentic corn tortilla factory in Dublin Ireland. Producing unadulterated and sustainably produced corn tortillas, tortilla chips and masa haina for the European market.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_06e20d11cfb80dfe53b427640b704914.jpg"
"21","Givey ","","","1%","£6,650","£500,000 ","36","18.50%","35"," 6%","Newcastle","EIS,","12","52","4","Givey is an instant donation matching platform. They aim to make it fun and easy for people to find and support causes they care about and easy for businesses to back their customers and employees. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_708b0ea6f900fb59b4408000e1d67fb7.jpg"
"22","Hewitt Banks ","","","2%","£3,020","£150,000 ","5","25.00%","43"," 6%","Wakefield, West Yorkshire","SEIS,","0","0","3","Hewitt Banks is a UK based recruitment consultancy specialising in placing professional candidates into Permanent, Contract, Temporary and Interim positions in a variety of sectors.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ac636f0460b3563dc65ad55bcc544f31.jpg"
"23","Information Works London ","","","12%","£25,160","£200,000 ","8","10.00%","30"," 12%","Hartham Park, Corsham, Wiltshire","EIS,","0","0","0","Information Works are a one-stop Direct Marketing solution allowing clients to select individuals at over 27 million household addresses, creating personalised mailings and aim to send them to print and post within minutes. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0854108b56e5ef1cf231a82aceb2eb67.jpg"
"25","Artisan Burger Company ","","","26%","£39,380","£150,000 ","20","15.00%","9"," 26%","Kinfauns, Perth and Kinross","SEIS,","7","49","21","Artisan Burger Company plans to open a chain of restaurants, which offer handmade gourmet Beef Burgers, hand cured Salt Beef and slow cooked Pulled Pork burgers combined with craft beer and artisan cider. Backed by Celebrity TV chef, Vivek Singh Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_21f7d44641727bfd84484900372d3063.jpg"
"26","Bootstrap Responsive Themes ","","","4%","£2,610","£60,000 ","10","20.00%","50"," 8%","Merton, London","SEIS,","16","4","0","Bootstrap Responsive Themes is a soon to be launched online marketplace centred around the buying and selling of website themes that are based on the Bootstrap web development framework. We consider that mobile internet users expect a web-browsing experience on their phone that's comparable to what they get on their desktop or laptop. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6e356c142588460f1c44c5c4555c57f9.jpg"
"27","TouristHop ","","","39%","£25,270","£64,000 ","9","15.24%","7"," 39%","Gillingham, Medway","EIS,SEIS","13","0","0","TouristHop is a website which provides users with the ability to compare local tourist activity service providers. The platform will begin as an intuitive interactive map to allow simple comparisons. Initially launching in Tenerife. With funding TouristHop will expand globally. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8d5076a794b3c694d2272b1fc3fa4e06.jpg"
"28","GolfProConnect ","","","1%","£460","£100,000 ","7","18.00%","37"," 6%","Liverpool, Merseyside","SEIS,","1","3","2","GolfProConnect aims to create the world’s largest online interactive golfing community. GPC’s innovative platform connects the modern golf market with real world business functionality. Golf is a $69 billion industrywith 56,000+P.G.A professionalsand 60 Million amateur golfersworldwide.GPC aims to be the worldwide market place for golfers to interact and do business. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e87f709c1e0ae3b697b3b4e26837bc10.jpg"
"29","Exertus Jobs ","","","1%","£110","£100,000 ","2","7.50%","44"," 6%","Ipswich, Suffolk","EIS,","0","1","0","Exertus Jobs is a niche online job board dedicated to providing experienced job seekers with a variety of employers for full, part, temporary and contract opportunities. Exertus Jobs aims to become the premier specialised online job board site for older workers and employers recruiting for experienced, mature and seasoned individuals Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d19b9273bd5d168287c4ccd1892687bd.jpg"
"30","KoppiT ","","","6%","£1,680","£25,000 ","9","10.00%","5"," 10%","Charter Alley, Hampshire","SEIS,","18","8","0","KoppiT turns the current e-commerce model on its head. Usually e-commerce users have to find the sellers of the items they want, whereas KoppiT invites the sellers to find the buyers. Its goal is to use the Internet’s reach to enable the vast global community of collectors, hobbyists and enthusiasts, who all share a passion for their specific interest to interact, trade and socialise. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e4f916a434c74ac63e6a3cb3a2bd0394.jpg"
"31","Order a Taxi ","","","13%","£6,750","£50,000 ","12","5.00%","38"," 13%","Nottingham","EIS,SEIS","1","1","0","Order a Taxi is a mobile app service provider for taxi firms. We provide taxi firms with a full a mobile app presence for FREE and generate them an additional income stream as well as generating ourselves a commission. Our system uses the latest technologies to deliver GPS tracking, payment systems, and visually impressive full service mobile apps. An innovative, exciting, scalable business model with pre sign ups in a market worth over £4.3bn year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_473ab0ddbd4906c6c94fcea7070c6ccb.jpg"
"32","Bristol Spaceplanes ","","","2%","£3,720","£150,000 ","21","5.00%","24"," 6%","Almondsbury, South Gloucestershire","EIS,","19","33","2","BRISTOL SPACEPLANES, aims to develop rocket-powered aeroplanes that can provide an 'airline' service to orbit with the vision of bringing low-cost access to space and space tourism from a long-term vision to a serious short-term prospect. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_179c8e939b6d347b924940d3c5c459cb.jpg"
"33","Yeezey ","","","5%","£3,590","£60,000 ","10","7.90%","1"," 8%","Islington, London","EIS,SEIS","14","3","4","Yeezey is a city-based website and mobile application that connects local customers and retailers. It plans to become the platform of choice for retailers looking to organise sales events online and an opportunity for buyers in search of local discovery and discounts.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_14e5b9285e7748aff098512ef166f8b3.jpg"
"34","BUY2LET ","","","3%","£5,650","£150,000 ","7","25.00%","17"," 8%","Lymington, Hampshire","SEIS,","0","9","0","We aim for BUY2LET.com to become what we believe will be the UK's first property web site dedicated solely to the listing for sale of residential investments. We plan for functionality to include features such as annual return or yields as additional search criterias to location,type,size and price. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8e696d42450783afb6d6f8c332f613ad.jpg"
"35","Music Practiced Perfectly ","","","2%","£4,340","£150,000 ","16","25.00%","9"," 6%","Burntwood, Staffordshire","EIS,","0","6","0","As an E-Commerce business, Guitar Practiced Perfectly plans to open up a new and exciting experience for those who are new to the guitar, or more experienced players who want to develop their playing further. With a new educational module, the business is to expand with multi languages and plans to penetrate the Chinese and Indian markets. Music Practiced Perfectly also plan to introduce other instruments opening up an even larger market across the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_33c20649e83494012948c48f322b4836.jpg"
"36","Beach Road Design ","","","1%","£410","£35,000 ","12","7.50%","6"," 6%","Portishead, North Somerset","EIS,","0","7","0","We believe that we have created a contemporary and intricately designed kitchen dish drainer that aspires to visually enhance a kitchen space. The aim of Asinka’s design is to enable the drip tray to send drained water back in to a sink unit which allows the item to stand directly on work surfaces in the absence of a draining board. This should allow plates, cutlery, glassware or delicate items to be stacked alongside pans or larger cookware. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d477bfc658090b8c8d90d4093c455378.jpg"
"37","Emozioni Food ","","","1%","£110","£75,000 ","2","15.00%","20"," 6%","City of Westminster, London","EIS,SEIS","2","1","0","Emozioni is a luxury and innovative Italian specialty foods company and it is our aim to represent the epitome of Italian culture  style, passion and quality with a modern twist. The food brand is influenced by luxury modern art and fashion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1a3ac3db1803b1f81e0e13318f277da5.jpg"
"38","Empiribox ","","","0%","£0","£50,000 ","0","5.00%","59"," 0%","Barnet, London","EIS,SEIS","0","0","0","Empiribox is as an engaging way primary school children can learn science, as a form of hands-on learning and investigation! For teachers, it aims to be innovative and ground-breaking, integrating a novel approach to teaching support and learning, with access to the equipment needed to 'enthral' a classroom. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_24aca842758852635575f79fae41d9eb.jpg"
