SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Lets Rent ","","","2%","£2,020","£100,000 ","19","15.00%","33"," 6%","Manchester","EIS,SEIS","15","3","0","Lets Rent aims to improve the way landlords let their property. We think the traditional model of letting agents is out-dated – expensive and inefficient. Our modern approach at Lets Rent aims to benefit both the landlord and the tenant. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_13605b29abd27bc8aae2ca66ce95912f.jpg"
"12","Gift Wrapped & Gorgeous ","","","1%","£750","£50,000 ","5","10.00%","53"," 6%","Bodmin, Cornwall","EIS,","49","54","1","Gift Wrapped & Gorgeous brings together people looking for beautiful gifts, home ware and jewellery, and the work of the UK's designer makers and creative businesses.They carefully handpick small creative businesses to showcase and sell a selection of UK designed lifestyle products and gift ideas for any gift occasion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_295cd590034ee7962194851fa9bf88f1.jpg"
"13","DisarmCo ","","","77%","£93,290","£120,000 ","93","25.00%","16"," 77%","Southend-on-Sea","EIS,SEIS","1","6","0","DisarmCo’s product enables the disposal of landmines in a simple, cost effective and environmentally friendly way. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1e62377a30fd7cecc227dd995db1ad0e.jpg"
"14","eMoneyUnion.com ","","","21%","£65,140","£300,000 ","54","15.00%","25"," 21%","Wilmslow, Cheshire East","EIS,SEIS","1","66","18","eMoneyUnion is a peer-to-peer lending platform with the aim of providing a personal loan offering to consumers that maybe currently excluded from mainstream finance. eMoneyUnion also aim to provide finance for cars, home improvements and other purchases. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_91dcae9e5146bcc813adea83cf7371f7.jpg"
"15","Velotec ","","","27%","£27,260","£100,000 ","24","25.00%","9"," 27%","Hayling Island, Hampshire","EIS,","0","0","1","Velotec have developed a scientifically designed bike warning system which allows cyclists to “make themselves seen by making themselves heard”. It can be easily retrofitted to all bicycles, using advanced Pyschoacoustic Technology to produce a sound that can be heard above heavy urban traffic allowing cyclists to warn other road users of their presence. Velosiren aspires to appeal to a market of 20+ million people, forecasted to grow 23% by 2016. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_936c6dcc1c7854c9831e7726d43310db.jpg"
"16","WallJAM ","","","113%","£113,700","£100,000 ","81","10.00%","16"," 100%","Stevenage, Hertfordshire","EIS,","3","10","3","WallJAM is a shaped, interactive rebound wall and sports activity zone, designed to get people of all age groups and ability levels active, in a fun and intuitive way. WallJAM aims to significantly drive sports participation levels across the UK through repackaging the way sport is delivered at grass root level. The shape, material and graphics encourage repetition, with scope to deliver a ‘predictably unpredictable’ ball return. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_4577854f541bf912f90cc80450da5833.jpg"
"17","Capricorn Beverages ","","","1%","£1,980","£175,000 ","20","15.00%","37"," 6%","Camden, London","EIS,","1","0","0","Capricorn Beverages is a beverage brand development, sales and marketing company with Bondi Australian Premium Beer as its key brand. The aim of this fundraising is to launch Bondi nationally in the UK & in selected EU markets in early 2014 having already undergone market research, trials and consumer awareness campaigns and a recent brand redesign. In June 2013 Bondi was selected in UK’s The Morning Advertiser’s Top 50 World Beers. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_de48f1c148d23098c154786771f97624.jpg"
"18","Creative Nature ","","","10%","£16,600","£160,000 ","16","20.00%","30"," 10%","East Molesey, Surrey","EIS,","36","46","12","Creative Nature is a young organisation that was established to promote health, creativity and respect, in an ethical manner, by increasing awareness of environmental, social and health issues, and by providing quality natural food products. Their products are stocked in a number of stores including Holland and Barrett. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_09ac7f009a78583bd2b1c752b9284dc8.jpg"
"19","Atlantic Kitchen ","","","13%","£15,740","£120,000 ","39","24.00%","39"," 13%","Camden, London","SEIS,","30","11","0","Atlantic Kitchen makes nutritious, organic food using seaweed from Ireland. Our goal is to transform the UK food market by introducing seaweed in ready-to-serve formats that could appeal to a broad range of customers. Our long-term goal is to be the ‘go-to’ brand for edible seaweed in all its forms. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_dd1a070ca79990115177b36eed4cc293.jpg"
"20","Chateau Rouge - Gourmet Luxury Foods ","","","21%","£16,980","£80,000 ","23","20.00%","9"," 21%","Tower Hamlets, London","EIS,","31","24","2","Chateau Rouge (CR) is a London-based boutique luxury branded goods business, currently sourcing and selling specialty teas both online and in high-end retail outlets. Plans are in place to expand the range to include premium coffee, chocolate and other specialty food products, to further establish the European business and export internationally from London. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bdd5e23aa79c4ae5f1e752e450005db.jpg"
"21","Ecco Recordings ","","","12%","£11,180","£90,000 ","21","10.00%","29"," 12%","Newton Abbot, Devon","EIS,","0","0","0","Ecco Recordings is an independent record label and artist management company. Their first signing 'These Reigning Days' has had success and critical acclaim. Having been invited to join the likes of Adele, Fleetwood Mac and Mumford and Sons on the prestigious International Talent Agency’s roster, the band is soon to release their debut album. Ecco Recordings is now ready to launch the band internationally and to develop their pipeline of new emerging musical talent. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_52b073154598adc39d0c161a42058ebe.jpg"
"22","Stockmarket Casino ","","","1%","£180","£500,000 ","5","12.60%","1"," 6%","Camden, London","-,","0","7","0","Stockmarket Casino is building an online trading community, which will use a virtual gaming environment to allow traders to compete against each other in games of skill that replicate actual trading classes and conditions. One of its key features will be the “Champion Trader” leader board. This feature is designed to attract and increase competitiveness amongst a core group of skilled traders. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_875a30f5c867b8c3b31f083eb8bd4fe8.jpg"
"23","Doctor Wellgood ","","","11%","£11,400","£100,000 ","26","13.87%","1"," 11%","Cranleigh, Surrey","EIS,SEIS","0","0","0","Launched in February 2013, Doctor Wellgood is an online publishing venture that is dedicated to the lifestyle, wellbeing and health of young adults. The website creates an online environment that talks to them about issues that concern them in an engaging way.With minimal marketing spend the site has already had over 80,000 page views to 33,000 visitors. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_cf473f564fe2c328dd359157f0220375.jpg"
"24","IQ Money ","","","3%","£4,810","£150,000 ","10","3.00%","5"," 8%","Camden, London","-,","6","2","1","IQ Money is a financial services company which is building a new kind of trading platform combining social networking, play trading and real financial trading. Social Trading is thecombination... Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ca6e7eef949dde52b89829b451f50226.jpg"
"25","BandApp ","","","1%","£4,140","£250,000 ","23","5.00%","7"," 6%","West Bletchley, Bletchley, Milton Keynes","EIS,","26","54","6","BandApp is a music ecosystem for Bands, Artists, DJs and Festivals everywhere to create and share their world, direct to consumers’ pockets. In a mobile world, BandApp is an online platform for Artists to build a free smartphone App to instantly share with new Fans, wherever they are. BandApp is a mobile marketplace for music and a tool for artists and fans. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_64dbc090927a6ffd124a9b103b231042.jpg"
"26","Acqua Telecom ","","","10%","£16,360","£150,000 ","7","15.00%","31"," 10%","Hammersmith and Fulham, London","EIS,SEIS","0","1","9","Acqua aspires to provide a fresh approach to current mobile operators, focusing on providing value-added services to users, with a focus on fashion, sports and lifestyle. Whilst the mobile telecommunications industry is competing for market share on pricing, distribution and technology strategies, Acqua aims to gain customer interest and market share by focusing on high-quality delivery of services above and beyond what is currently on the market. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_b8d793bc06be4e6175a748d5c231581e.jpg"
"27","Music Gateway ","","","9%","£12,350","£125,000 ","26","15.00%","1"," 10%","South Nutfield, Surrey","EIS,","10","7","8","Music Gateway streamlines the way musicians connect globally. The company, which offers a low cost, scalable solution, has gained 10,000 users, 600 projects and 2,800 pitches since its launch in August representing a 62% growth. With low overheads, proof of market and a high gross margin, Music Gateway plans to grow and scale further through volume user acquisition. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bb9c04731e7dfd1688bf8d26d15c2b8.jpg"
"28","Optimal Hosting ","","","21%","£87,080","£400,000 ","19","10.00%","8"," 21%","Islington, London","EIS,SEIS","27","1","3","Optimal Hosting was founded in July 2012 with the aim of delivering a highly reliable cloud-based web hosting solution to small and medium sized businesses for a low fixed price. They now have servers based around Europe and in various parts of the USA, which offers their clients a cloud infrastructure with unlimited data. They plan on entering three new international markets within the next 12 months. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_a085ec4c960683068439ecd6a91f3eb6.jpg"
"29","ViralFilmNetwork ","","","1%","£140","£150,000 ","4","35.00%","3"," 6%","Wakefield, West Yorkshire","SEIS,","0","2","0","The ViralFilmNetwork aims to be a social media platform for film. We believe that its creation will allow members to participate in every aspect of a film's creation, from script to screen. We want to be at the forefront of meshing social media with film content Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_84c110a8eaf64bc7bf7b52b5529a0a42.jpg"
