SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"27","Empiribox ","","","41%","£20,690","£50,000 ","","","57"," 41%","Barnet, London","EIS,SEIS","39","1","0","Empiribox is as an engaging way primary school children can learn science, as a form of hands-on learning and investigation! For teachers, it aims to be innovative and ground-breaking, integrating a novel approach to teaching support and learning, with access to the equipment needed to 'enthral' a classroom. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_24aca842758852635575f79fae41d9eb.jpg"
"28","Solar 350 ","","","9%","£12,120","£125,000 ","","","41"," 10%","City of Westminster, London","EIS,SEIS","3","9","1","Solar 350 is a developer of large scale solar parks in locations that are deemed most suitable to the technology to generate the best possible financial returns. This is based on high levels of solar irradiation, electricity prices and levels of subsidy along with low land, labour and development costs. Solar 350 aims to provide the most Commercial Solutions to Climate Change. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_674a6e58fba65fc28d3af3554b4d5cee.jpg"
"29","Artisan Burger Company ","","","26%","£39,630","£150,000 ","","","2"," 26%","Kinfauns, Perth and Kinross","SEIS,","7","55","21","Artisan Burger Company plans to open a chain of restaurants, which offer handmade gourmet Beef Burgers, hand cured Salt Beef and slow cooked Pulled Pork burgers combined with craft beer and artisan cider. Backed by Celebrity TV chef, Vivek Singh Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_21f7d44641727bfd84484900372d3063.jpg"
"30","Convergent Home Technologies ","","","1%","£3,240","£200,000 ","","","45"," 6%","Chelmsford, Essex","EIS,","19","3","2","Convergent Home Technologies has created Dianemo- a solution that enables the home owner take control of everything in the home including lighting, heating, security and home entertainment in one system. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_de1e24d4452c306afd9c048f88ab171e.jpg"
"31","Order a Taxi ","","","13%","£6,770","£50,000 ","","","31"," 13%","Nottingham","EIS,SEIS","1","1","0","Order a Taxi is a mobile app service provider for taxi firms. We provide taxi firms with a full a mobile app presence for FREE and generate them an additional income stream as well as generating ourselves a commission. Our system uses the latest technologies to deliver GPS tracking, payment systems, and visually impressive full service mobile apps. An innovative, exciting, scalable business model with pre sign ups in a market worth over £4.3bn year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_473ab0ddbd4906c6c94fcea7070c6ccb.jpg"
"32","Best of All Worlds ","","","46%","£93,070","£200,000 ","","","14"," 46%","Stockholm, Sweden","-,","8","1","0","BOAW aims to be the ultimate discovery and matching platform for people, products and services online. Created with the aim of enabling its members to navigate and leverage the relevant collective intelligence of the ‘trusted’ few. By segmenting and matching niche interests and backgrounds, it provides an intimate and private web environment with the aim of targeting top global influencers and connectors who share common backgrounds, interests and passions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0d3f793c0b1dcec934782e38e73a9564.jpg"
"33","Thor Drinks","","","5%","£4,880","£85,000 ","","","37"," 8%","Enfield, London","EIS,SEIS","14","63","7"," Thor Drinks is a new range offering legendary refreshment to adults in bars, pubs and restaurants. We believe thatsweet and sickly soft drinks are monopolising the bar back fridges, and that Thor Drinks are challenging the old guard by capturing what we enjoy most in our favourite alcohol brands - crisp, dry flavours delivered with drama and passion.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_80e0db01dab7fa260f86cde03b24a9c6.jpg"
"34","TAXMAP ","","","3%","£1,900","£50,000 ","","","30"," 8%","City of Westminster, London","SEIS,","26","573","49","Our mission is to organise the world's tax information and to make it universally accessible and useful. Our goal is to save time and money and to create simplicity, neutrality, transparency, and stability in presenting tax information. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_17a847565ce8d416e471da8c1aaa7df4.jpg"
"35","Hewitt Banks ","","","2%","£3,020","£150,000 ","","","36"," 6%","Wakefield, West Yorkshire","SEIS,","0","0","3","Hewitt Banks is a UK based recruitment consultancy specialising in placing professional candidates into Permanent, Contract, Temporary and Interim positions in a variety of sectors.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ac636f0460b3563dc65ad55bcc544f31.jpg"
"36","GolfProConnect ","","","1%","£460","£100,000 ","","","30"," 6%","Liverpool, Merseyside","SEIS,","1","3","2","GolfProConnect aims to create the world’s largest online interactive golfing community. GPC’s innovative platform connects the modern golf market with real world business functionality. Golf is a $69 billion industrywith 56,000+P.G.A professionalsand 60 Million amateur golfersworldwide.GPC aims to be the worldwide market place for golfers to interact and do business. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e87f709c1e0ae3b697b3b4e26837bc10.jpg"
"37","Exertus Jobs ","","","1%","£110","£100,000 ","","","37"," 6%","Ipswich, Suffolk","EIS,","0","1","0","Exertus Jobs is a niche online job board dedicated to providing experienced job seekers with a variety of employers for full, part, temporary and contract opportunities. Exertus Jobs aims to become the premier specialised online job board site for older workers and employers recruiting for experienced, mature and seasoned individuals Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d19b9273bd5d168287c4ccd1892687bd.jpg"
"38","Music Practiced Perfectly ","","","2%","£4,340","£150,000 ","","","2"," 6%","Burntwood, Staffordshire","EIS,","0","6","0","As an E-Commerce business, Guitar Practiced Perfectly plans to open up a new and exciting experience for those who are new to the guitar, or more experienced players who want to develop their playing further. With a new educational module, the business is to expand with multi languages and plans to penetrate the Chinese and Indian markets. Music Practiced Perfectly also plan to introduce other instruments opening up an even larger market across the world. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_33c20649e83494012948c48f322b4836.jpg"
"39","Emozioni Food ","","","1%","£110","£75,000 ","","","13"," 6%","City of Westminster, London","EIS,SEIS","2","1","0","Emozioni is a luxury and innovative Italian specialty foods company and it is our aim to represent the epitome of Italian culture  style, passion and quality with a modern twist. The food brand is influenced by luxury modern art and fashion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1a3ac3db1803b1f81e0e13318f277da5.jpg"
