SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Stockmarket Casino ","","","1%","£180","£500,000 ","5","12.60%","6"," 6%","Camden, London","-,","0","7","0","Stockmarket Casino is building an online trading community, which will use a virtual gaming environment to allow traders to compete against each other in games of skill that replicate actual trading classes and conditions. One of its key features will be the “Champion Trader” leader board. This feature is designed to attract and increase competitiveness amongst a core group of skilled traders. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_875a30f5c867b8c3b31f083eb8bd4fe8.jpg"
"12","Ecco Recordings ","","","12%","£10,930","£90,000 ","20","10.00%","35"," 12%","Newton Abbot, Devon","EIS,","0","0","0","Ecco Recordings is an independent record label and artist management company. Their first signing 'These Reigning Days' has had success and critical acclaim. Having been invited to join the likes of Adele, Fleetwood Mac and Mumford and Sons on the prestigious International Talent Agency’s roster, the band is soon to release their debut album. Ecco Recordings is now ready to launch the band internationally and to develop their pipeline of new emerging musical talent. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_52b073154598adc39d0c161a42058ebe.jpg"
"13","Atlantic Kitchen ","","","9%","£11,660","£120,000 ","32","20.00%","37"," 10%","Camden, London","SEIS,","29","11","0","Atlantic Kitchen makes nutritious, organic food using seaweed from Ireland. Our goal is to transform the UK food market by introducing seaweed in ready-to-serve formats that could appeal to a broad range of customers. Our long-term goal is to be the ‘go-to’ brand for edible seaweed in all its forms. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_dd1a070ca79990115177b36eed4cc293.jpg"
"14","Doctor Wellgood ","","","11%","£11,400","£100,000 ","26","13.87%","7"," 11%","Cranleigh, Surrey","EIS,SEIS","0","0","0","Launched in February 2013, Doctor Wellgood is an online publishing venture that is dedicated to the lifestyle, wellbeing and health of young adults. The website creates an online environment that talks to them about issues that concern them in an engaging way.With minimal marketing spend the site has already had over 80,000 page views to 33,000 visitors. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_cf473f564fe2c328dd359157f0220375.jpg"
"15","Chateau Rouge - Gourmet Luxury Foods ","","","21%","£16,880","£80,000 ","21","20.00%","15"," 21%","Tower Hamlets, London","EIS,","31","22","2","Chateau Rouge (CR) is a London-based boutique luxury branded goods business, currently sourcing and selling specialty teas both online and in high-end retail outlets. Plans are in place to expand the range to include premium coffee, chocolate and other specialty food products, to further establish the European business and export internationally from London. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bdd5e23aa79c4ae5f1e752e450005db.jpg"
"16","IQ Money ","","","3%","£4,810","£150,000 ","10","3.00%","11"," 8%","Camden, London","-,","6","2","1","IQ Money is a financial services company which is building a new kind of trading platform combining social networking, play trading and real financial trading. Social Trading is thecombination... Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ca6e7eef949dde52b89829b451f50226.jpg"
"17","Capricorn Beverages ","","","1%","£690","£175,000 ","17","15.00%","43"," 6%","Camden, London","EIS,","0","0","0","Capricorn Beverages is a beverage brand development, sales and marketing company with Bondi Australian Premium Beer as its key brand. The aim of this fundraising is to launch Bondi nationally in the UK & in selected EU markets in early 2014 having already undergone market research, trials and consumer awareness campaigns and a recent brand redesign. In June 2013 Bondi was selected in UK’s The Morning Advertiser’s Top 50 World Beers. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_de48f1c148d23098c154786771f97624.jpg"
"18","Creative Nature ","","","5%","£6,590","£160,000 ","14","20.00%","36"," 8%","East Molesey, Surrey","EIS,","28","36","12","Creative Nature is a young organisation that was established to promote health, creativity and respect, in an ethical manner, by increasing awareness of environmental, social and health issues, and by providing quality natural food products. Their products are stocked in a number of stores including Holland and Barrett. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_09ac7f009a78583bd2b1c752b9284dc8.jpg"
"19","BandApp ","","","1%","£4,140","£250,000 ","23","5.00%","13"," 6%","West Bletchley, Bletchley, Milton Keynes","EIS,","26","54","6","BandApp is a music ecosystem for Bands, Artists, DJs and Festivals everywhere to create and share their world, direct to consumers’ pockets. In a mobile world, BandApp is an online platform for Artists to build a free smartphone App to instantly share with new Fans, wherever they are. BandApp is a mobile marketplace for music and a tool for artists and fans. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_64dbc090927a6ffd124a9b103b231042.jpg"
"20","Acqua Telecom ","","","10%","£16,360","£150,000 ","7","15.00%","37"," 10%","Hammersmith and Fulham, London","EIS,SEIS","0","1","9","Acqua aspires to provide a fresh approach to current mobile operators, focusing on providing value-added services to users, with a focus on fashion, sports and lifestyle. Whilst the mobile telecommunications industry is competing for market share on pricing, distribution and technology strategies, Acqua aims to gain customer interest and market share by focusing on high-quality delivery of services above and beyond what is currently on the market. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_b8d793bc06be4e6175a748d5c231581e.jpg"
"21","Music Gateway ","","","9%","£12,350","£125,000 ","26","15.00%","7"," 10%","South Nutfield, Surrey","EIS,","10","7","8","Music Gateway streamlines the way musicians connect globally. The company, which offers a low cost, scalable solution, has gained 10,000 users, 600 projects and 2,800 pitches since its launch in August representing a 62% growth. With low overheads, proof of market and a high gross margin, Music Gateway plans to grow and scale further through volume user acquisition. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bb9c04731e7dfd1688bf8d26d15c2b8.jpg"
"22","Optimal Hosting ","","","21%","£87,080","£400,000 ","19","10.00%","14"," 21%","Islington, London","EIS,SEIS","27","1","3","Optimal Hosting was founded in July 2012 with the aim of delivering a highly reliable cloud-based web hosting solution to small and medium sized businesses for a low fixed price. They now have servers based around Europe and in various parts of the USA, which offers their clients a cloud infrastructure with unlimited data. They plan on entering three new international markets within the next 12 months. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_a085ec4c960683068439ecd6a91f3eb6.jpg"
"23","ViralFilmNetwork ","","","1%","£140","£150,000 ","4","35.00%","9"," 6%","Wakefield, West Yorkshire","SEIS,","0","2","0","The ViralFilmNetwork aims to be a social media platform for film. We believe that its creation will allow members to participate in every aspect of a film's creation, from script to screen. We want to be at the forefront of meshing social media with film content Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_84c110a8eaf64bc7bf7b52b5529a0a42.jpg"
"24","Projects Host ","","","0%","£0","£100,000 ","0","11.00%","58"," 0%","Oldbury, West Midlands","EIS,","0","0","0","Projects Host is an internet solutions provider and has developed a Cloud-based biometric authentication for online transactions and payments on Smartphones and tablets. The launch of this technology aims to capitalise on the adoption of the Biometric Solution for financial transactions, with the mission of increasing the safety and security of online banking and payment against fraud. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_67cfbe7f12cc5fa0db0de89c0db83564.jpg"
