SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Ecco Recordings ","","","20%","£18,090","£90,000 ","25","12.50%","18"," 20%","Newton Abbot, Devon","EIS,","0","0","0","Ecco Recordings is an independent record label and artist management company. Their first signing 'These Reigning Days' has had success and critical acclaim. Having been invited to join the likes of Adele, Fleetwood Mac and Mumford and Sons on the prestigious International Talent Agency’s roster, the band is soon to release their debut album. Ecco Recordings is now ready to launch the band internationally and to develop their pipeline of new emerging musical talent. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_52b073154598adc39d0c161a42058ebe.jpg"
"12","Yeezey ","","","4%","£2,590","£60,000 ","7","7.90%","49"," 8%","Islington, London","EIS,SEIS","1","1","2","Yeezey is a city-based website and mobile application that connects local customers and retailers. It plans to become the platform of choice for retailers looking to organise sales events online and an opportunity for buyers in search of local discovery and discounts.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_14e5b9285e7748aff098512ef166f8b3.jpg"
"13","Lets Rent ","","","51%","£38,820","£75,000 ","30","22.50%","22"," 51%","Manchester","EIS,SEIS","31","3","0","Lets Rent aims to improve the way landlords let their property. We think the traditional model of letting agents is out-dated – expensive and inefficient. Our modern approach at Lets Rent aims to benefit both the landlord and the tenant. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_13605b29abd27bc8aae2ca66ce95912f.jpg"
"14","Beach Road Design ","","","1%","£130","£35,000 ","4","7.50%","46"," 6%","Portishead, North Somerset","EIS,","0","5","0","We believe that we have created a contemporary and intricately designed kitchen dish drainer that aspires to visually enhance a kitchen space. The aim of Asinka’s design is to enable the drip tray to send drained water back in to a sink unit which allows the item to stand directly on work surfaces in the absence of a draining board. This should allow plates, cutlery, glassware or delicate items to be stacked alongside pans or larger cookware. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d477bfc658090b8c8d90d4093c455378.jpg"
"15","Clear Water Revival ","","","1%","£3,010","£160,000 ","20","10.00%","57"," 6%","Bristol, City of Bristol","EIS,","0","0","0","Clear Water Revival design and construct chlorine free, natural swimming pools. They have developed a biological filtration technology that uses nature's processes, not chemicals to clean and sanitise swimming pool water and have built over 60 natural pools in the UK. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_046c106479765544096da8f48822cf7f.jpg"
"16","eMoneyUnion.com ","","","22%","£68,280","£300,000 ","64","15.00%","14"," 22%","Wilmslow, Cheshire East","EIS,SEIS","1","105","22","eMoneyUnion is a peer-to-peer lending platform with the aim of providing a personal loan offering to consumers that maybe currently excluded from mainstream finance. eMoneyUnion also aim to provide finance for cars, home improvements and other purchases. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_91dcae9e5146bcc813adea83cf7371f7.jpg"
"17","Zeevon ","","","5%","£5,110","£100,000 ","10","10.00%","54"," 8%","Lambeth, London","EIS,","0","0","0","Zeevon.com is a multi-channel (online-instore-mobile) cycling and triathlon store with the aim of offering premier brands at value for money prices. It is an online destination to buy sports clothing, accessories and bikes. It markets throughout the UK and parts of Europe. Our customers are the worldwide cycling and triathlon community. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_2dc98ac888b739eb4f8f9a9c77e482b0.jpg"
"18","Smart Sofa ","","","1%","£350","£60,000 ","7","30.00%","50"," 6%","Isleworth, Greater London","SEIS,","1","0","0","Many of us have been there, trying to get a new sofa up the stairs, in the loft or down a basement  and how many times do we wish we could change our sofa from a three seated to a corner sofa or just add additional seats as our circumstances change?At Smart Sofa we have designed a flat packed modular sofa that we hope answers all of the above questions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_25d1c703eeee3cd9386041a02a2a0b12.jpg"
"19","Projects Host ","","","9%","£9,910","£100,000 ","11","11.00%","41"," 10%","Oldbury, West Midlands","EIS,","4","15","0","Projects Host is an internet solutions provider and has developed a Cloud-based biometric authentication for online transactions and payments on Smartphones and tablets. The launch of this technology aims to capitalise on the adoption of the Biometric Solution for financial transactions, with the mission of increasing the safety and security of online banking and payment against fraud. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_7e224849c811fcdf4ddd00854c485937.jpg"
"20","TouristHop ","","","1%","£60","£64,000 ","2","9.00%","55"," 6%","Gillingham, Medway","EIS,SEIS","4","0","0","TouristHop is a website which provides users with the ability to compare local tourist activity service providers. The platform will begin as an intuitive interactive map to allow simple comparisons. Initially launching in Tenerife. With funding TouristHop will expand globally. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8d5076a794b3c694d2272b1fc3fa4e06.jpg"
"21","STS Yacht Services ","","","1%","£230","£25,000 ","7","7.15%","46"," 6%","Plymouth, Devon","EIS,SEIS","0","1","1","STS Yacht Services provides bespoke supply of high end 'below deck' items, such as flatware, stemware, dinnerware, bedding, crew uniforms etc. for superyachts. They offer an online catalogue where the user browses and selects items that they are interested in purchasing. STS then takes samples of these items to the boat in order to give the client the opportunity to experience and compare these items in their intended environment, prior to purchase. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ff1044b681d60873ad8b5f5fdf93df51.jpg"
"22","Gift Wrapped & Gorgeous ","","","1%","£980","£50,000 ","9","10.00%","42"," 6%","Bodmin, Cornwall","EIS,","68","101","3","Gift Wrapped & Gorgeous brings together people looking for beautiful gifts, home ware and jewellery, and the work of the UK's designer makers and creative businesses.They carefully handpick small creative businesses to showcase and sell a selection of UK designed lifestyle products and gift ideas for any gift occasion. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_295cd590034ee7962194851fa9bf88f1.jpg"
"23","KoppiT ","","","1%","£20","£25,000 ","2","10.00%","53"," 6%","Charter Alley, Hampshire","SEIS,","16","4","0","KoppiT turns the current e-commerce model on its head. Usually e-commerce users have to find the sellers of the items they want, whereas KoppiT invites the sellers to find the buyers. Its goal is to use the Internet’s reach to enable the vast global community of collectors, hobbyists and enthusiasts, who all share a passion for their specific interest to interact, trade and socialise. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e4f916a434c74ac63e6a3cb3a2bd0394.jpg"
"24","Rezoomo ","","","2%","£2,950","£100,000 ","16","12.50%","21"," 6%","Camden, London","EIS,SEIS","25","92","18","Rezoomo is created with the aim of allowing job seekers with no computer coding experience to build multiple interactive online CV websites and add features such as video, audio, documents, images, portfolios, social media and more. The future aims of Rezoomo are to develop into a worldwide recruitment and HR platform utilising a database of interactive online CVs and, thus, making it easier for employers to connect with potential candidates. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6db712c30ce1cfb66c83df22b2cef485.jpg"
