SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","LawBit T/A LawBite ","","","23%","£28,270","£120,000 ","45","6.48%","53"," 23%","Wandsworth, London","EIS,","16","49","24","Lawbite aspires to democratise the law and offer affordable plain English documents. Access to expert legal advice for document editing, disputes, negotiation, mediation and arbitration. Partnership with direct access barristers  a new development of an initiative that is constantly evolving, conceptually and technologically. Recently endorsed at our Google Campus event by Minister for Skills and Enterprise Matthew Hancock. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_8a2c8ca88328138ab156a236a0802daf.jpg"
"12","East End Manufacturing ","","","163%","£176,550","£108,000 ","167","10.71%","19"," 100%","Tower Hamlets, London","EIS,","0","1","4","East End Manufacturing champions ‘Made in Britain’ by producing clothing in London. Existing clients sell in Debenhams and House of Fraser. Launched by Mayor of London, Boris Johnson, the company expanded through Crowdcube in August. After talks this month, we are hoping to sell our own brand products to worldwide online fashion store ASOS.com which sells in 237 countries and will soon launch in China. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_99756e19be4e4c6d5ed7bac9b322cec4.jpg"
"13","WallJAM ","","","113%","£113,840","£100,000 ","84","10.00%","12"," 100%","Stevenage, Hertfordshire","EIS,","3","10","3","WallJAM is a shaped, interactive rebound wall and sports activity zone, designed to get people of all age groups and ability levels active, in a fun and intuitive way. WallJAM aims to significantly drive sports participation levels across the UK through repackaging the way sport is delivered at grass root level. The shape, material and graphics encourage repetition, with scope to deliver a ‘predictably unpredictable’ ball return. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_4577854f541bf912f90cc80450da5833.jpg"
"14","Atlantic Kitchen ","","","13%","£16,510","£120,000 ","43","24.00%","35"," 13%","Camden, London","SEIS,","30","11","0","Atlantic Kitchen makes nutritious, organic food using seaweed from Ireland. Our goal is to transform the UK food market by introducing seaweed in ready-to-serve formats that could appeal to a broad range of customers. Our long-term goal is to be the ‘go-to’ brand for edible seaweed in all its forms. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_dd1a070ca79990115177b36eed4cc293.jpg"
"15","Lets Rent ","","","27%","£27,090","£100,000 ","22","15.00%","29"," 27%","Manchester","EIS,SEIS","21","3","0","Lets Rent aims to improve the way landlords let their property. We think the traditional model of letting agents is out-dated – expensive and inefficient. Our modern approach at Lets Rent aims to benefit both the landlord and the tenant. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_13605b29abd27bc8aae2ca66ce95912f.jpg"
"16","Dine In ","","","93%","£280,260","£300,000 ","89","23.08%","3"," 93%","Islington, London","EIS,","0","3","0","Dine In brings the fine dining experience closer to home by using their own fleet of food delivery drivers to deliver great quality food on behalf of London’s best restaurants and chefs. Their 'Delivery Tracker Platform' fully integrates all the stages of the food ordering process and keeps the customers alerted along the way. For companies they offer cost savings tools for them to process the expenses related to food. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_429de556dd14a87bea1c1953699dfb57.jpg"
"17","Ecco Recordings ","","","12%","£11,290","£90,000 ","22","10.00%","25"," 12%","Newton Abbot, Devon","EIS,","0","0","0","Ecco Recordings is an independent record label and artist management company. Their first signing 'These Reigning Days' has had success and critical acclaim. Having been invited to join the likes of Adele, Fleetwood Mac and Mumford and Sons on the prestigious International Talent Agency’s roster, the band is soon to release their debut album. Ecco Recordings is now ready to launch the band internationally and to develop their pipeline of new emerging musical talent. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_52b073154598adc39d0c161a42058ebe.jpg"
"18","Creative Nature ","","","10%","£17,110","£160,000 ","17","20.00%","26"," 10%","East Molesey, Surrey","EIS,","36","49","12","Creative Nature is a young organisation that was established to promote health, creativity and respect, in an ethical manner, by increasing awareness of environmental, social and health issues, and by providing quality natural food products. Their products are stocked in a number of stores including Holland and Barrett. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_09ac7f009a78583bd2b1c752b9284dc8.jpg"
"19","STS Yacht Services ","","","1%","£220","£25,000 ","6","7.15%","53"," 6%","Plymouth, Devon","EIS,SEIS","0","1","1","STS Yacht Services provides bespoke supply of high end 'below deck' items, such as flatware, stemware, dinnerware, bedding, crew uniforms etc. for superyachts. They offer an online catalogue where the user browses and selects items that they are interested in purchasing. STS then takes samples of these items to the boat in order to give the client the opportunity to experience and compare these items in their intended environment, prior to purchase. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ff1044b681d60873ad8b5f5fdf93df51.jpg"
"20","Velotec ","","","27%","£27,460","£100,000 ","25","25.00%","5"," 27%","Hayling Island, Hampshire","EIS,","0","0","1","Velotec have developed a scientifically designed bike warning system which allows cyclists to “make themselves seen by making themselves heard”. It can be easily retrofitted to all bicycles, using advanced Pyschoacoustic Technology to produce a sound that can be heard above heavy urban traffic allowing cyclists to warn other road users of their presence. Velosiren aspires to appeal to a market of 20+ million people, forecasted to grow 23% by 2016. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_936c6dcc1c7854c9831e7726d43310db.jpg"
"21","Rezoomo ","","","2%","£2,950","£100,000 ","16","12.50%","28"," 6%","Camden, London","EIS,SEIS","18","83","18","Rezoomo is created with the aim of allowing job seekers with no computer coding experience to build multiple interactive online CV websites and add features such as video, audio, documents, images, portfolios, social media and more. The future aims of Rezoomo are to develop into a worldwide recruitment and HR platform utilising a database of interactive online CVs and, thus, making it easier for employers to connect with potential candidates. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6db712c30ce1cfb66c83df22b2cef485.jpg"
"22","Acqua Telecom ","","","10%","£16,410","£150,000 ","8","15.00%","27"," 10%","Hammersmith and Fulham, London","EIS,SEIS","0","1","9","Acqua aspires to provide a fresh approach to current mobile operators, focusing on providing value-added services to users, with a focus on fashion, sports and lifestyle. Whilst the mobile telecommunications industry is competing for market share on pricing, distribution and technology strategies, Acqua aims to gain customer interest and market share by focusing on high-quality delivery of services above and beyond what is currently on the market. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_b8d793bc06be4e6175a748d5c231581e.jpg"
"23","Beach Road Design ","","","1%","£110","£35,000 ","2","7.50%","53"," 6%","Portishead, North Somerset","EIS,","0","1","0","We believe that we have created a contemporary and intricately designed kitchen dish drainer that aspires to visually enhance a kitchen space. The aim of Asinka’s design is to enable the drip tray to send drained water back in to a sink unit which allows the item to stand directly on work surfaces in the absence of a draining board. This should allow plates, cutlery, glassware or delicate items to be stacked alongside pans or larger cookware. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_d477bfc658090b8c8d90d4093c455378.jpg"
"24","Chateau Rouge - Gourmet Luxury Foods ","","","21%","£16,980","£80,000 ","23","20.00%","5"," 21%","Tower Hamlets, London","EIS,","31","25","2","Chateau Rouge (CR) is a London-based boutique luxury branded goods business, currently sourcing and selling specialty teas both online and in high-end retail outlets. Plans are in place to expand the range to include premium coffee, chocolate and other specialty food products, to further establish the European business and export internationally from London. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bdd5e23aa79c4ae5f1e752e450005db.jpg"
"25","IQ Money ","","","3%","£4,810","£150,000 ","10","3.00%","1"," 8%","Camden, London","-,","6","2","1","IQ Money is a financial services company which is building a new kind of trading platform combining social networking, play trading and real financial trading. Social Trading is thecombination... Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ca6e7eef949dde52b89829b451f50226.jpg"
"26","Optimal Hosting ","","","21%","£87,080","£400,000 ","19","10.00%","4"," 21%","Islington, London","EIS,SEIS","27","1","3","Optimal Hosting was founded in July 2012 with the aim of delivering a highly reliable cloud-based web hosting solution to small and medium sized businesses for a low fixed price. They now have servers based around Europe and in various parts of the USA, which offers their clients a cloud infrastructure with unlimited data. They plan on entering three new international markets within the next 12 months. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_a085ec4c960683068439ecd6a91f3eb6.jpg"
"27","Smart Sofa ","","","0%","£0","£60,000 ","0","30.00%","57"," 0%","Isleworth, Greater London","SEIS,","0","0","0","Many of us have been there, trying to get a new sofa up the stairs, in the loft or down a basement  and how many times do we wish we could change our sofa from a three seated to a corner sofa or just add additional seats as our circumstances change?At Smart Sofa we have designed a flat packed modular sofa that we hope answers all of the above questions. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_25d1c703eeee3cd9386041a02a2a0b12.jpg"
"28","4x4 Aviation ","","","0%","£0","£58,000 ","0","25.00%","57"," 0%","Kent","SEIS,","0","0","0","Aiming to make Vertical Take Off And Landing (VTOL) flight commercially viable.4X4 Aviation is a developer of aircraft and control software. The company aims to improve aviation by making Vertical Take Off And Landing aircraft a commercially viable technology. The company’s ultimate aim is to commercialize its patented technology in Versatile Vehicle Plane design powered by electric turbines and generators in various sizes and applications. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e97ec6381a03d891906120ebe447fd9f.jpg"
